,Trope,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,\N,Associated_Movies,Number_movies
1524,AudienceSurrogate,25,0,21,0,8,16,10,3,31,4,10,0,0,4,11,0,1,8,0,3,13,1,0,9,3,2,0,"['Alien', 'Aliens', 'Avatar', 'Avengers: Endgame', 'Batman v Superman: Dawn of Justice', 'Beautiful Boy', 'Black Panther', 'Burn After Reading', 'Chinatown', 'Citizen Kane', 'Descendants', 'Destination Moon', 'Doctor Strange', 'Eastern Promises', 'Exit Through the Gift Shop', 'Florence Foster Jenkins', 'Funny Games', 'Get Out', 'Ghostbusters', 'Glen or Glenda', 'GoldenEye', 'Goyo: Ang batang heneral', 'Gremlins 2: The New Batch', 'Hellboy', 'Heneral Luna', 'If....', 'Inception', 'Interstellar', 'Jeepers Creepers 2', 'Last Action Hero', 'Lucy', 'Mad Max: Fury Road', 'Martyrs', 'Meet Joe Black', 'Minority Report', 'My Cousin Vinny', 'Mysteries of Egypt', 'North by Northwest', 'Predator 2', 'Pride', 'Robin Hood: Prince of Thieves', 'Rubin and Ed', 'Saving Private Ryan', 'Sense and Sensibility', 'Tag', 'Teen Beach Movie', 'The Adventures of Buckaroo Banzai Across the 8th Dimension', 'The Battle of Midway', 'The Big Boss', 'The Cabin in the Woods', 'The Fifth Element', 'The Final Countdown', 'The Fly', 'The Founder', 'The Hunt for Red October', 'The Hunted', 'The Invitation', 'The Lone Ranger', 'The Man Who Would Be King', 'The Muppets', 'The Return', 'The Searchers', 'The Thin Red Line', 'The Wolf of Wall Street', 'This Is the End', 'Too Big to Fail', 'Triple Agent', 'Waiting...', 'Who Killed Captain Alex?', 'Withnail & I', 'Zodiac']",71
1525,AudienceWhatAudience,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"['Pirates of the Great Salt Lake', 'The Truman Show', 'Whatever Works']",3
1526,AudioErotica,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Cabaret'],1
1527,AuditThreat,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,"['A Most Violent Year', 'Beverly Hills Cop', 'Blade Runner', 'Uncommon Valor']",4
1528,AugmentedReality,2,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,"['Anon', 'Hardwired', 'Robot & Frank', 'Valerian and the City of a Thousand Planets']",4
1529,AuraVision,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"['The Soloist', 'The Village', 'Vampire Academy']",3
1530,Aurora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,['Vanishing Waves'],1
1531,AustralianMovies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['The Adventures of Priscilla, Queen of the Desert']",1
1532,AuteurLicence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['At Long Last Love'],1
1533,AuteurLicense,0,0,1,0,0,3,3,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"[""Hearts of Darkness: A Filmmaker's Apocalypse"", 'Killing Zoe', 'Popeye', 'Southland Tales', 'The Auteur', 'The Godfather', 'The Godfather: Part II', 'The Sweatbox', 'The Thin Red Line']",9
1534,AuthenticationByNewspaper,2,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,"['Beyond a Reasonable Doubt', 'Hot Fuzz', 'Midnight Run', 'Page One: Inside the New York Times', 'S1m0ne', 'The Goat']",6
1535,AuthorAllusion,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Singles'],1
1536,AuthorAppeal,42,0,33,1,6,67,28,5,77,5,22,2,0,4,29,8,4,17,0,18,21,1,2,25,4,3,0,"['A Fish Called Wanda', 'A Mighty Wind', 'A Streetcar Named Desire', 'Alien: Resurrection', 'Almost Famous', 'American Graffiti', 'Avalon', 'Bad Lieutenant', 'Batman Forever', 'Beyond the Valley of the Dolls', 'Big Daddy', 'Billy Madison', 'Birdemic 2: The Resurrection', 'Bitch Slap', 'Blazing Saddles', 'Blue Is the Warmest Color', 'Brainstorm', 'Bright', 'Canadian Bacon', ""Charlie Wilson's War"", 'Clerks II', 'Conan the Barbarian', 'Cool World', 'Creepshow', 'Cronos', 'Daredevil', 'Day for Night', 'Dinosaur!', 'Django Unchained', 'Drumline', 'Edward Scissorhands', 'Emma', 'Eternal Sunshine of the Spotless Mind', 'Even Dwarfs Started Small', 'Explorers', 'Faces Places', 'Faster, Pussycat! Kill! Kill!', 'Female Trouble', ""Ferris Bueller's Day Off"", 'Four Weddings and a Funeral', 'Freeway', 'From Dusk Till Dawn', 'G.I. Joe: The Rise of Cobra', 'Galaxy Quest', 'Ghostbusters', 'Glen or Glenda', 'Gosford Park', 'Grindhouse', 'Guardians of the Galaxy Vol. 2', 'Guilty of Romance', 'Gunslinger', 'Happy Together', 'Hard Boiled', 'Hellboy', 'Hellboy II: The Golden Army', 'Here Comes the Boom', 'History of the World: Part I', 'Hopscotch', 'Hugo', 'In the Mood for Love', 'Indiana Jones and the Last Crusade', 'Inglourious Basterds', 'Inspector Gadget', 'It Conquered the World', ""Jacob's Ladder"", 'Joe Versus the Volcano', 'Julien Donkey-Boy', 'Jurassic Park', 'Kids', 'Kiss Kiss Bang Bang', 'Kundun', 'La La Land', 'Larry Crowne', 'Le Mans', 'Lethal Weapon', 'Life, Animated', 'Life Itself', 'Live and Let Die', 'Love & Peace', 'Malice', 'Mandy', 'Marwencol', 'Matinee', 'Mayhem', 'Midnight in Paris', ""Miss Peregrine's Home for Peculiar Children"", ""Mr. Holland's Opus"", ""My Night at Maud's"", 'One, Two, Three', 'Paths of Glory', 'Paul', 'Payback', 'Penn & Teller Get Killed', 'Picnic at Hanging Rock', 'Pineapple Express', 'Plan 9 from Outer Space', 'Play Misty for Me', 'Port Arthur', 'Psycho', 'Pulp Fiction', 'Quintet', 'R100', 'Racket Girls', 'Rear Window', 'RED', ""Rock 'n' Roll Nightmare"", 'Roma', 'Se7en', 'Serial Mom', 'Sin City', 'Sin City: A Dame to Kill For', 'Singles', 'Soultaker', 'Space Cowboys', 'Star Trek: Nemesis', 'Star Trek: The Motion Picture', 'Star Trek V: The Final Frontier', 'Stardust', 'Stop-Loss', 'Streets of Fire', 'Stroszek', 'Talk to Her', 'Tea and Sympathy', 'Ted', 'Terminator: Dark Fate', 'The Aviator', 'The Baby-Sitters Club', 'The Beast of Yucca Flats', 'The Birds', ""The Devil's Carnival"", 'The Dilemma', 'The Fall', 'The Fast and the Furious', 'The Fly', 'The Great Escape', 'The Green Ray', 'The Guard', 'The Last Temptation of Christ', 'The Lost Skeleton of Cadavra', 'The Love Guru', 'The Man with the Iron Fists', 'The Mighty Ducks', 'The Mummy', 'The Parent Trap', 'The People Under the Stairs', 'The Quiet Man', 'The Ring', 'The Room', 'The Shape of Water', 'The Silence of the Lambs', 'The Thing', 'The Thing', 'The Violent Years', 'The Warriors', 'The Wicker Man', 'Thor: Ragnarok', 'Three... Extremes', 'Touch of Evil', 'Transformers: Dark of the Moon', 'True Stories', 'Tucker: The Man and His Dream', 'Unbreakable', 'Valkyrie', 'Victor Victoria', 'Videodrome', 'Visitor Q', 'Whiplash', 'White House Down', 'Wings of Desire', 'Zabriskie Point']",170
1537,AuthorAvatar,12,0,14,2,3,61,16,3,74,6,10,0,0,1,8,4,4,5,0,27,6,1,2,8,4,2,0,"['A Bronx Tale', 'A Gun for George', 'A Serious Man', ""A Summer's Tale"", 'Adaptation.', 'All That Jazz', 'Almost Famous', 'American Graffiti', 'An American Carol', 'Anatomy of Hell', 'Anchorman 2: The Legend Continues', 'Animal House', 'Annie Hall', 'Attack the Block', 'Ben & Arthur', 'Birdemic 2: The Resurrection', 'Blade Runner', 'Blood for Dracula', 'Blue Hawaii', 'Blue Is the Warmest Color', 'Bring Me the Head of Alfredo Garcia', 'Bullets Over Broadway', 'C.K. dezerterzy', 'Celebrity', ""Charlotte's Web"", 'Chimes at Midnight', 'Clerks', 'Cooley High', 'Crimes and Misdemeanors', 'Day for Night', 'Deconstructing Harry', 'Donnie Darko', 'Drumline', 'Everyone Says I Love You', 'Everything Is Illuminated', 'Fox and His Friends', 'Get Shorty', 'Give My Regards to Broad Street', 'Goosebumps', 'Hardcore', 'Hollywood Homicide', 'House of Ghosts', 'How Stella Got Her Groove Back', 'Howards End', 'I Vitelloni', 'Identification of a Woman', 'In the Mouth of Madness', 'Inception', 'Killing Zoe', 'Kong: Skull Island', 'Lady in the Water', 'Leap!', 'Manhattan', 'Marty', 'Marwencol', 'Mean Streets', 'Midnight in Paris', 'Mighty Aphrodite', 'Mortdecai', 'Mother!', 'Mulholland Drive', 'My Winnipeg', 'Naked Lunch', 'Peter Rabbit', 'Platoon', 'Purple Rain', 'Radio Days', 'Ran', 'Read It and Weep', 'RoboCop', 'Roma', 'Seed of Chucky', 'Seven Psychopaths', 'Shooter', 'Sleepwalk with Me', 'Smaller and Smaller Circles', 'Smoke', ""Sophie's Choice"", 'Stalker', 'Stardust Memories', 'Sucker Punch', 'Taxi Driver', 'The Arrangement', 'The Baby-Sitters Club', 'The Band Wagon', 'The Big Red One', 'The Bitter Tears of Petra von Kant', 'The Cannonball Run', 'The Girl with the Dragon Tattoo', 'The Good, the Bad and the Ugly', 'The Graduate', 'The Great Gatsby', 'The Hammer', 'The Help', 'The Hottie & the Nottie', 'The Imaginarium of Doctor Parnassus', 'The Kid & I', 'The Long Goodbye', 'The Man from Snowy River', 'The Misfits', 'The Mothman Prophecies', 'The Muppet Movie', 'The Muppets Take Manhattan', 'The Parent Trap', 'The Sacrifice', 'The Sinister Urge', 'The Thin Red Line', 'The Wackness', 'The Wind Will Carry Us', 'Thirteen', 'Tucker: The Man and His Dream', ""What's Eating Gilbert Grape"", 'Whiskey Tango Foxtrot', ""Who's Afraid of Virginia Woolf?"", 'Willow Creek', 'Withnail & I', 'Yi Yi', 'Young Adult']",118
1538,AuthorCatchphrase,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Love Actually'],1
1539,AuthorExistenceFailure,5,0,6,0,1,12,4,1,7,1,4,0,0,2,1,3,0,1,0,1,1,1,0,2,0,0,0,"['All That Jazz', 'Bad Lieutenant', 'Bullets Over Broadway', 'Carry On', 'Casper', ""Ferris Bueller's Day Off"", 'History of the World: Part I', 'House Party', 'James Bond', 'Justice League', 'Monty Python and the Holy Grail', 'Muppets Most Wanted', 'Once Upon a Time in America', 'Prick Up Your Ears', 'Romancing the Stone', 'Star Trek: Nemesis', 'The Addams Family', 'The Exorcist III', 'The Kids Are Alright', 'UHF', 'xXx: Return of Xander Cage']",21
1540,AuthorFilibuster,3,0,1,0,0,11,5,0,18,0,3,0,0,1,2,0,0,3,0,5,2,0,0,4,3,0,0,"['A Pigeon Sat on a Branch Reflecting on Existence', 'Ben & Arthur', 'Clerks', 'Do the Right Thing', 'Dope', 'Gabriel Over the White House', 'God Bless America', ""A Midwinter's Tale"", 'Lost Highway', 'Monsieur Verdoux', 'Death in Venice', 'Mrs. Miniver', 'Murder by Death', 'Slap the Monster on Page One', 'Snow Cake', 'The China Syndrome', 'The Cinema Snob Movie', 'The Grapes of Wrath', 'The Great Dictator', 'The Toxic Avenger', 'Time Changer', 'To End All Wars', 'V for Vendetta', 'Vivre Sa Vie', 'Weekend']",25
1541,AuthorOnBoard,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Jurassic Park III'],1
1542,AuthorPhobia,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['The Lord of the Rings', 'The Lord of the Rings: The Return of the King']",2
1543,AuthorPowers,0,0,0,0,0,2,0,0,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"['In the Mouth of Madness', 'Stranger Than Fiction', 'The Truman Show']",3
1544,AuthorTract,14,0,11,1,5,17,6,0,43,3,4,0,0,5,7,0,0,3,0,4,10,0,1,10,5,2,0,"['A Million Ways to Die in the West', 'Advise & Consent', 'Alexander Nevsky', 'Amigo', 'Anchorman 2: The Legend Continues', 'Bob Roberts', 'Do You Believe?', 'Drag Me to Hell', 'Facing the Giants', 'Gett: The Trial of Viviane Amsalem', 'Glen or Glenda', 'God on Trial', ""God's Not Dead"", ""God's Not Dead 2"", 'Good Night, and Good Luck.', 'How to Lose Friends & Alienate People', 'If Footmen Tire You What Will Horses Do?', 'Inchon', 'Intolerance', ""It's a Wonderful Life"", 'John Q', ""L'Eclisse"", 'Let There Be Light', 'Miss Sloane', 'Modern Times', 'Moonlight', 'My Soul to Take', '1900', 'On Deadly Ground', 'Paparazzi', 'Paul', 'Penn & Teller Get Killed', 'Persecuted', 'Quills', 'Rampage', 'Ravenous', 'RoboCop 2', 'Saving Christmas', 'Scandal', 'Seven Samurai', 'Sorry to Bother You', 'Star Trek Into Darkness', 'Stargate', 'Starship Troopers', 'Starship Troopers 2: Hero of the Federation', 'The Bird People in China', 'The Blot', 'The Book of Eli', 'The Circle', 'The Conspirator', 'The Grapes of Wrath', 'The Great Dictator', ""The Hitchhiker's Guide to the Galaxy"", 'The Invention of Lying', 'The Ledge', 'The Other Guys', 'The Outlaw Josey Wales', 'The Pentagon Wars', 'The Pet', 'The Room', 'The Sacrifice', 'The Scar of Shame', 'They Live', 'Torment', 'Troll 2', 'Trumbo', 'Watchmen']",67
1545,AuthorVocabularyCalendar,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"['The Scarlet Letter', 'X2: X-Men United']",2
1546,AuthorityEqualsAssKicking,7,0,6,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,"[""A Knight's Tale"", 'Daredevil', 'Independence Day', 'Kingsman: The Secret Service', 'Married to the Mob', 'Star Trek: Nemesis', 'Who Killed Captain Alex?', 'Wonder Woman']",8
1547,AuthorityEqualsAsskicking,78,0,43,1,5,16,15,0,41,2,16,0,0,7,9,1,0,4,0,4,13,1,0,20,5,4,0,"['A Bridge Too Far', 'A Clockwork Orange', 'A Hard Day', 'Abraham Lincoln: Vampire Hunter', 'Abraham Lincoln vs. Zombies', 'Air Force One', 'American Ninja', 'From the Sea', 'Big Game', 'Big Trouble in Little China', 'Black Dynamite', 'Braveheart', 'Cliffhanger', 'Commando', 'Cross of Iron', 'Curse of the Golden Flower', 'Darkman', 'Dead Man', 'Deadman', 'December Heat', 'Dragon Tiger Gate', 'Equilibrium', 'Escape Plan', 'Fighter in the Wind', 'Fist of Legend', 'Flying Swords of Dragon Gate', 'Full Eclipse', 'Heat', 'Hero', 'Hot Shots! Part Deux', 'I, Robot', 'Independence Day: Resurgence', 'Ip Man', 'Ip Man 3', 'Iron Eagle', 'John Wick', 'Johnny Reno', 'Kick-Ass', 'King David', 'Kung Fury', 'Lara Croft: Tomb Raider', 'Lord of War', 'Man of Tai Chi', 'Merantau', ""Miller's Crossing"", 'Natural Born Killers', 'Ninja Assassin', 'Overlord', 'Pale Rider', 'Pan', 'Planet of the Apes', 'Pride and Prejudice and Zombies', 'Quantum of Solace', 'Ran', 'Red Cliff', 'Red Sonja', 'Resident Evil: Afterlife', 'Resident Evil: The Final Chapter', 'Riki-Oh: The Story of Ricky', 'Robin Hood', 'Scanners', 'Shanghai Noon', 'Sharknado 3: Oh Hell No!', 'Snow White and the Huntsman', 'Spartan', 'Suicide Squad', 'Taken', 'Teenage Mutant Ninja Turtles: Out of the Shadows', 'The Beastmaster', 'The Bourne Identity', 'The Godfather', 'The Godfather: Part II', 'The Great Wall', 'The Hidden Fortress', 'The Hobbit', 'The Hobbit: The Battle of the Five Armies', 'The Hunted', 'The Last of the Mohicans', 'The Last Samurai', 'The Magic Sword', 'The Dragon Flies', 'The Mask of Zorro', 'The Matrix Revolutions', 'The Myth', 'The Oyster Princess', 'The Patriot', 'The Raid', 'The Three Musketeers', ""The Warrior's Way"", 'The Wind and the Lion', 'Thirteen Days', 'Thor: The Dark World', ""Tim and Eric's Billion Dollar Movie"", 'Time of the Apes', 'Total Recall', 'TRON: Legacy', 'Tropic Thunder', 'Troy', 'Ultraviolet', 'Universal Soldier: The Return', 'Vikingdom', 'War', 'Watchmen', 'World War Z']",104
1548,AuthorityInNameOnly,2,0,2,0,2,1,1,0,7,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,"['A Royal Affair', 'Animal House', 'Apostle', 'Casino', 'Kenau', 'Licence to Kill', 'Nixon', ""One Flew Over the Cuckoo's Nest"", 'Thirteen Days']",9
1549,AuthorsOfQuote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
1550,AuthorsSavingThrow,2,0,3,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,"['Stranger Than Fiction', 'Terminator Salvation', 'The Descent: Part 2', 'The Truman Show', 'X-Men: First Class']",5
1551,AutoCannibalism,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Adaptation.', 'Dark Shadows']",2
1552,AutoDoc,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,"['Elysium', 'Jason X']",2
1553,AutoErotica,10,0,8,0,4,43,17,2,53,2,4,1,0,0,28,4,1,8,0,26,6,1,2,17,4,1,1,"['A League of Their Own', 'A Place in the Sun', 'ATL', 'A Walk on the Moon', 'Agnes and His Brothers', 'Amarcord', 'American Graffiti', 'American Pie', 'Animal House', 'Back to the Future', 'Beast', 'Before the Rain', 'Beginning of the End', 'Blood Rage', 'Bring Me the Head of the Machine Gun Woman', 'Burying the Ex', 'Camila', 'Campfire Tales', 'Campfire Tales', 'Candy', 'Cherry Falls', 'Cinema Paradiso', ""Coal Miner's Daughter"", 'Cosmopolis', 'Crank', 'Dark Country', 'Death Screams', 'Death Warmed Up', 'Desperate Journey', 'Don Jon', ""Don't Open Till Christmas"", 'Dragnet', 'Drive In Massacre', 'Easter Bunny, Kill! Kill!', 'Eight Legged Freaks', 'The Clan', 'Everybody Wants Some!!', 'Eyes of a Stranger', 'For Keeps?', 'Free Enterprise', 'Gattaca', 'Giant', 'GoldenEye', 'Gone in 60 Seconds', 'Goodbye Pork Pie', 'Grease', 'Harry and Tonto', 'Heathers', 'Hobgoblins', 'Home Sweet Home', 'Hot Shots! Part Deux', 'Indochine', 'It Follows', 'Kalifornia', 'Kidnapping Granny K', 'Going Places', 'Lord Love a Duck', 'Maniac', 'Mermaids', 'Mighty Like a Moose', 'My Winnipeg', ""New Year's Evil"", 'Night of the Demons 2', 'No Way Out', 'Once Bitten', 'Parenthood', 'Pleasantville', 'Priest', 'Prom Night', 'Prom Night IV: Deliver Us from Evil', 'Ruthless People', 'Saturday Night Fever', 'Say Anything...', 'Seeking a Friend for the End of the World', 'Sex Tape', 'Silent Night, Deadly Night Part 2', 'Slums of Beverly Hills', 'Some Came Running', 'Southland Tales', 'Splendor in the Grass', 'Staying Alive', 'Student Services', 'Superstition', 'Sweet Sixteen', 'The Big Sleep', 'The Chase', 'The Counselor', 'The Funhouse', 'The Graduate', 'The Living End', 'The Nail Gun Massacre', 'The Wolf of Wall Street', 'The Year of Living Dangerously', 'Threads', 'Three Wise Girls', 'Titanic', 'To Rome with Love', 'Turkish Delight', 'Tyson', 'Uncle Sam', 'Vacancy', 'Wasp', 'Werewolf', 'Whip It', 'Wild Beasts', 'Young Lady Chatterley II']",106
1554,AutoKitchen,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Easy Living', 'Honey, I Shrunk the Kids']",2
1555,AutoTune,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,"['Annie', 'Moulin Rouge!', 'Robot']",3
1556,AutobiographicalRole,2,0,1,0,12,2,1,0,19,0,0,0,0,4,0,3,3,1,0,2,0,1,2,1,2,0,0,"[""Alice's Restaurant"", ""All the President's Men"", 'And Starring Pancho Villa as Himself', 'Beyond the Line of Duty', ""Can't Stop the Music"", ""Coal Miner's Daughter"", 'I Killed My Mother', 'Inglourious Basterds', 'Knute Rockne All American', 'Midnight in the Garden of Good and Evil', 'No', 'Operation Thunderbolt', 'Purple Rain', 'Rush', 'Salt of the Earth', 'The Fighter', 'The Great Ziegfeld', 'The Insider', 'The Mirror', 'The Other Side of the Wind', 'The Pride of the Yankees']",21
1557,AutobotsRockOut,23,0,21,0,1,10,1,0,3,1,3,0,0,0,4,1,0,0,0,0,8,0,0,5,0,0,0,"['Battleship', 'Bumblebee', 'Captain Marvel', 'Captain Marvel', 'Deadpool 2', 'Deadpool', 'Game Over, Man!', 'Halloween: The Curse of Michael Myers', 'Hellboy', 'In Bruges', 'Iron Man', 'It', 'Justice League', 'Kingsman: The Secret Service', 'Kong: Skull Island', 'Ladyhawke', 'Mad Max: Fury Road', 'Mongol: The Rise of Genghis Khan', 'National Treasure', 'Navy Seals', 'Navy Seals', 'Scouts Guide to the Zombie Apocalypse', 'Star Trek Beyond', 'Tai Chi Zero', 'The One', 'The Rundown', 'Thor: Ragnarok', 'Wild Zero']",28
1558,Autocannibalism,1,0,2,0,0,2,1,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,"['A Nightmare on Elm Street 5: The Dream Child', 'Airplane!', 'Riddick', 'Se7en', 'Spaceballs', 'Wrong Turn 4: Bloody Beginnings']",6
1559,Autodoc,4,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,"['Elysium', 'Enemy Mine', 'Idiocracy', 'Passengers', 'Prometheus', 'Starship Troopers', 'The Fifth Element']",7
1560,AutoeroticAsphyxiation,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""World's Greatest Dad""]",1
1561,AutomatedAutomobile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,['Upgrade'],1
1562,AutomatedAutomobiles,7,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,0,2,0,0,0,"['Demolition Man', 'Killdozer', 'Minority Report', 'Mission: Impossible - Fallout', 'The 6th Day', 'The Car', 'The Internship', 'Timecop', 'Total Recall']",9
1563,AutomaticCrossbow,2,0,2,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Hansel & Gretel: Witch Hunters', 'Ladyhawke', 'Van Helsing']",3
1564,AutomaticCrossbows,7,0,6,0,0,2,0,0,1,0,3,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,"['D.E.B.S.', 'Daybreakers', 'Hawk the Slayer', 'Red Cliff', 'Robin Hood', 'Robin Hood: Men in Tights', 'The Man with the Iron Fists', 'The Three Musketeers', 'Van Helsing']",9
1565,AutomatonHorse,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Secretariat'],1
1566,AutomatonHorses,6,0,7,0,0,3,2,0,6,0,3,0,0,0,1,0,0,0,0,2,1,0,0,2,1,3,0,"['A Girl Named Sooner', 'Abraham Lincoln: Vampire Hunter', 'City Slickers', 'Immortals', 'Quantez', 'Seraphim Falls', 'The Day the Earth Froze', 'The Hidden Fortress', 'The Searchers', 'The Sisters Brothers', 'Timerider: The Adventure of Lyle Swann', 'True Grit', 'True Lies', 'Two Mules for Sister Sara']",14
1567,AutomobileOpening,2,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"['Taxi', 'Taxi', 'The Watcher in the Woods']",3
1568,AutomobilesAreAlien,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,['Duel'],1
1569,AutopsySnackTime,1,0,0,0,0,4,3,0,1,0,3,0,0,0,7,0,0,1,0,0,3,0,0,3,0,0,0,"['Arachnophobia', 'Body Bags', 'Der Wixxer', 'Diary of the Dead', 'Gone in 60 Seconds', 'Jason Goes to Hell: The Final Friday', 'Kontroll', 'Terrifier', 'The Blood Beast Terror', 'The Monster That Challenged the World']",10
1570,AvantGardeMusic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['Raise Your Voice'],1
1571,AvengersAssemble,16,0,16,0,1,8,7,1,9,0,6,1,0,1,1,0,0,2,0,1,8,1,0,7,1,2,0,"['Anchorman: The Legend of Ron Burgundy', 'Armageddon', 'Attack of the Killer Tomatoes!', 'Avengers: Age of Ultron', 'Avengers: Endgame', 'Batman v Superman: Dawn of Justice', 'Beerfest', 'Dungeons & Dragons: Wrath of the Dragon God', 'Extreme Prejudice', 'Five Men and a Limo', 'Go Tell the Spartans', 'Hercules', 'Inception', 'Kill and Kill Again', 'Kong: Skull Island', 'Lost Continent', 'MacGruber', ""Ocean's Eleven"", 'Raw Deal', 'Reversal of Fortune', 'Seven Samurai', 'Seven Swords', 'Star Trek III: The Search for Spock', 'The Andromeda Strain', 'The Asphalt Jungle', 'The Cove', 'The Day the Earth Stood Still', 'The League of Gentlemen', 'The Magnificent Seven', 'The Monuments Men', 'The Professionals', 'The Soldier', 'The Usual Suspects', 'To Wong Foo Thanks for Everything, Julie Newmar']",34
1572,AvengingTheVillain,21,0,5,0,1,5,10,0,12,0,2,0,0,3,3,0,0,2,0,1,7,0,0,10,0,1,0,"['A Bittersweet Life', 'A Good Day to Die Hard', 'Bad Times at the El Royale', 'Bring Me the Head of the Machine Gun Woman', 'City Dragon', 'Die Hard: With a Vengeance', 'Django Unchained', 'Five Deadly Venoms', 'Ghost Dog: The Way of the Samurai', 'He Never Died', 'High-Rise', 'I Shot Jesse James', 'John Wick: Chapter 2', 'Judge Dredd', 'Judge Minty', 'Kick-Ass', 'Lethal Weapon', 'Miami Connection', 'Riddick', 'Scanner Cop II', 'Scream 2', 'Sexy Beast', 'Snowpiercer', 'Taken', 'The Baader Meinhof Complex', 'The Dark Knight Rises', 'The Man with the Golden Gun', 'The Whole Nine Yards', 'Transformers: The Last Knight', 'Underworld', 'Utu', 'Vlad Tepes']",32
1573,Aversion,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"['Battles Without Honor and Humanity', 'Ninja', 'The Healing']",3
